"Feature"	"Measured Variable"	"Test Variable"	"coef"	"stderr"	"N"	"N.not.0"	"pval"	"qval"	"Subset"	"Model Name"	"Reference Variable"
"g__Staphylococcus"	"lastDiet"	"Formula"	-0.0429807949463421	0.0149704091757285	473	421	0.00453698544704267	0.0694356033634356	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Parabacteroides"	"mode_of_delivery"	"Vaginal"	0.0636942881463248	0.0230997491692118	473	344	0.00651025136590386	0.0954836866999232	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Dorea"	"visit_age_mo"	"visit_age_mo"	0.00712233578932169	0.00261694752651394	473	127	0.0068025644248099	0.0957801071013233	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Lactobacillus"	"probiotics_firstyr"	"Pro +"	0.038578311481944	0.0142255419033016	473	260	0.0075542028480945	0.0965959551843018	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Haemophilus"	"visit_age_mo"	"visit_age_mo"	-0.0238263809419757	0.00886106379129215	473	378	0.00747047223568674	0.0965959551843018	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Akkermansia"	"visit_age_mo"	"visit_age_mo"	0.0109668210076783	0.00409398859035741	473	148	0.00768376916238764	0.0965959551843018	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.075588031755355	0.0286313638587703	473	378	0.00882460618575496	0.107112461289164	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Ruminococcus"	"lastDiet"	"Formula"	0.0091744520444728	0.00353469292975347	473	103	0.0099734834832122	0.117022206203023	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Varibaculum"	"lastDiet"	"Partially BF"	0.00691969062186594	0.00275043089577467	473	50	0.0124525752570352	0.127838884876297	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Rikenellaceae_unclsfd"	"symptoms"	"Control"	0.0163938282886261	0.00647018962372775	473	105	0.0121718236232029	0.127838884876297	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"o__Clostridiales_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0123859410231516	0.00496842866158382	473	318	0.0130744314078031	0.127838884876297	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Faecalibacterium"	"lastDiet"	"Formula"	0.0132507419555325	0.00527422927880865	473	152	0.012639196791451	0.127838884876297	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Enterobacteriaceae_unclsfd"	"mode_of_delivery"	"Vaginal"	0.120266387295149	0.0478452153769415	473	455	0.0129274475863581	0.127838884876297	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Enterobacteriaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.143261161601789	0.0570134882121289	473	455	0.0130239562914075	0.127838884876297	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Lachnospiraceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0105819056459509	0.00431115203300321	473	233	0.0145877437193702	0.1387806970059	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Akkermansia"	"symptoms"	"Control"	0.0317953368761345	0.0133294790889947	473	148	0.0179719494357517	0.166477005299595	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Parabacteroides"	"symptoms"	"Pre-"	0.0380975421077907	0.0161591553649733	473	344	0.01892647052531	0.170823528843824	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Enterobacteriaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.101249298011984	0.0439108207527131	473	453	0.0224413321340077	0.197483722779268	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Ruminococcaceae_unclsfd"	"symptoms"	"Resolved"	0.0141950678047009	0.0062996059806457	473	81	0.0247217977042387	0.212245677851025	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Staphylococcus"	"lastDiet"	"Partially BF"	-0.0311933229584435	0.014059306697208	473	421	0.0270996984707694	0.212368169102071	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Lactobacillus"	"symptoms"	"Control"	-0.0360537436709922	0.0160712061193408	473	260	0.0261260596312877	0.212368169102071	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Oscillospira"	"lastDiet"	"Formula"	0.0127605685911278	0.00573941821495543	473	117	0.0271115990767126	0.212368169102071	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Akkermansia"	"lastDiet"	"Formula"	0.02808620048108	0.0126385923010915	473	148	0.0271493397999807	0.212368169102071	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Phascolarctobacterium"	"mode_of_delivery"	"Vaginal"	0.00631051825368546	0.00284078956530278	473	57	0.0279689783890516	0.214023486803178	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Streptococcus"	"symptoms"	"Pre-"	0.0568254489788117	0.0259206430707225	473	471	0.0288695686379679	0.216214641714143	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Collinsella"	"lastDiet"	"Formula"	0.0107018258403247	0.0048974168631795	473	75	0.0297807224024323	0.218391964284504	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Erysipelotrichaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.0394364631523522	0.0181084991788157	473	289	0.0309308613828942	0.222197208301607	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Clostridium"	"visit_age_mo"	"visit_age_mo"	0.0257886670445591	0.0119987537587867	473	410	0.0322261072678888	0.226871795165937	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Peptoniphilus"	"lastDiet"	"Formula"	0.0127187234611776	0.00595735673903714	473	95	0.0342100728562721	0.227206521611468	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__.Eubacterium."	"symptoms"	"Control"	0.0130006779625076	0.006042453928634	473	174	0.0332156380952041	0.227206521611468	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Akkermansia"	"probiotics_firstyr"	"Pro +"	0.0260308162087414	0.0121828034799275	473	148	0.0341060948991602	0.227206521611468	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Erysipelotrichaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00957775193732264	0.00454020812405962	473	289	0.0355573892889112	0.229429565322706	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Enterobacteriaceae_unclsfd"	"symptoms"	"Control"	-0.127401149668667	0.0602529847124009	473	455	0.0358483695816727	0.229429565322706	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Clostridium"	"mode_of_delivery"	"Vaginal"	-0.0683890150957375	0.0325785595638092	473	410	0.0375297343747599	0.235901187498491	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Anaerococcus"	"lastDiet"	"Formula"	0.0186441111151479	0.00891778751836688	473	118	0.0382533329244492	0.236231108586072	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Enterococcaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0262586561558246	0.0126906851627236	473	351	0.040130531284445	0.243550810553873	"samples 0-2 Model"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Ruminococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0628530582262114	0.010737412445309	179	99	2.37902487446513e-08	8.27900656313864e-06	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Veillonella"	"lastDiet"	"Formula"	-0.115141486996514	0.0208897723270993	179	179	1.27971034057044e-07	1.61297804366791e-05	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Coprobacillus"	"lastDiet"	"Formula"	0.016704882453693	0.00304021080150797	179	63	1.39049831350682e-07	1.61297804366791e-05	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Oscillospira"	"lastDiet"	"Formula"	0.0440762862445342	0.00813479900080267	179	144	2.00608293846581e-07	1.74529215646526e-05	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Bifidobacterium"	"lastDiet"	"Formula"	-0.235425864597555	0.0443687326175548	179	178	3.41419818656587e-07	2.37628193784984e-05	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"f__Lachnospiraceae_unclsfd"	"lastDiet"	"Formula"	0.0670232865458429	0.0155978692382059	179	151	2.89133559708006e-05	0.0015308285311833	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Faecalibacterium"	"visit_age_mo"	"visit_age_mo"	0.0506252027418771	0.0118242798935516	179	109	3.0792527926101e-05	0.0015308285311833	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Akkermansia"	"lastDiet"	"Formula"	0.0900801580904537	0.0228585352374616	179	93	0.000117945389876968	0.00513062445964812	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"f__Enterococcaceae_unknwn"	"lastDiet"	"Formula"	-0.0225580403867955	0.00605405209279389	179	109	0.000263509629684674	0.00917013511302664	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0621850679311035	0.0166888355137194	179	168	0.000263469319095553	0.00917013511302664	"samples 9-12 Model"	"case lastDiet pro"	"C-section"
"g__Dorea"	"lastDiet"	"Formula"	0.0543111467125186	0.0146788249880751	179	126	0.00028994714224654	0.00917287322743598	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Lactobacillus"	"lastDiet"	"Formula"	-0.0680193629272754	0.0187378416371311	179	140	0.000373507705638437	0.0108317234635147	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Blautia"	"lastDiet"	"Formula"	0.0833245730611741	0.0231510752959286	179	149	0.000417244059904354	0.0111693025266704	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.0727142624169429	0.0222834116683382	179	160	0.00132904213796549	0.0330361902865708	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Coprococcus"	"lastDiet"	"Partially BF"	0.072230234335779	0.022608265018981	179	129	0.0016644217455939	0.0386145844977784	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Rothia"	"lastDiet"	"Partially BF"	-0.00989948644355114	0.00328139842660435	179	71	0.0029419553906554	0.0511900237974039	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Bifidobacterium"	"visit_age_mo"	"visit_age_mo"	-0.0585836401075501	0.0191559846164768	179	178	0.0025826553708271	0.0511900237974039	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__SMB53"	"lastDiet"	"Formula"	0.0159860377513294	0.00518453175624543	179	52	0.00238444598051805	0.0511900237974039	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Campylobacter"	"lastDiet"	"Formula"	-0.0137655638700692	0.00453691755150271	179	73	0.00278676543893375	0.0511900237974039	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Campylobacter"	"probiotics_firstyr"	"Pro +"	-0.0159221239609836	0.00525342778339478	179	73	0.0028159597938096	0.0511900237974039	"samples 9-12 Model"	"case lastDiet pro"	"Pro -"
"o__Clostridiales_unclsfd"	"lastDiet"	"Formula"	0.022992300340547	0.00771396918665278	179	63	0.00329377504970424	0.0545825579665274	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Streptococcus"	"lastDiet"	"Formula"	-0.0421897817229414	0.0143581654108203	179	179	0.00375216971235141	0.0568372367013408	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Megasphaera"	"lastDiet"	"Formula"	-0.0305652025701795	0.0104033759439721	179	69	0.00375648403485873	0.0568372367013408	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unknwn"	"lastDiet"	"Formula"	0.0620290376528422	0.021485864308027	179	173	0.00438902454283535	0.0636408558711125	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Phascolarctobacterium"	"lastDiet"	"Formula"	0.0137491264658478	0.0048260880850758	179	29	0.00492242524656014	0.065884768684728	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__.Eubacterium."	"lastDiet"	"Formula"	0.0292350661121017	0.0102446892458466	179	144	0.00485256955638026	0.065884768684728	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Lactobacillus"	"visit_age_mo"	"visit_age_mo"	-0.0222614581755307	0.00808997203595679	179	140	0.00656358510361548	0.0833216414819258	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"f__Lachnospiraceae_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0111695805912882	0.00411912982485773	179	75	0.00737489064262972	0.0833216414819258	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Roseburia"	"visit_age_mo"	"visit_age_mo"	0.0216598537694222	0.00798237270999082	179	96	0.00733608767867691	0.0833216414819258	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Peptoniphilus"	"lastDiet"	"Partially BF"	0.0108707353657845	0.00401220460778305	179	27	0.00742233013201063	0.0833216414819258	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Coprobacillus"	"lastDiet"	"Partially BF"	0.00999191588224518	0.0036619944432722	179	63	0.00702231270030025	0.0833216414819258	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00879598158232881	0.00333046869616985	179	63	0.00902580096655274	0.0960902994439953	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Coprococcus"	"mode_of_delivery"	"Vaginal"	0.0460770812989069	0.0174686016738183	179	129	0.00911201115417197	0.0960902994439953	"samples 9-12 Model"	"case lastDiet pro"	"C-section"
"g__Lactobacillus"	"lastDiet"	"Partially BF"	-0.0588052670606615	0.0225701033362732	179	140	0.00997940862032884	0.0992238342821268	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unknwn"	"probiotics_firstyr"	"Pro +"	-0.0541106214445372	0.0207636176972302	179	168	0.00996315459402001	0.0992238342821268	"samples 9-12 Model"	"case lastDiet pro"	"Pro -"
"g__Anaerococcus"	"lastDiet"	"Partially BF"	0.00756329450428004	0.00298122877551005	179	32	0.0120707792007378	0.116684198940466	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"f__Bifidobacteriaceae_unknwn"	"lastDiet"	"Formula"	-0.0292904022990177	0.0118003251194794	179	44	0.0140181093772545	0.123581388849118	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"f__Enterococcaceae_unknwn"	"lastDiet"	"Partially BF"	-0.0180648827743542	0.00729222628644541	179	109	0.014204757338979	0.123581388849118	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Moryella"	"case_id"	"AP Case"	-0.0172581058346878	0.0069581154579318	179	21	0.0140897894460722	0.123581388849118	"samples 9-12 Model"	"case lastDiet pro"	"No AP"
"g__.Ruminococcus."	"lastDiet"	"Formula"	0.0620960180944316	0.0249142862767808	179	167	0.0136351370195873	0.123581388849118	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"f__Ruminococcaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	0.0305034022956402	0.0124331597878106	179	99	0.0151488094098124	0.128580138405237	"samples 9-12 Model"	"case lastDiet pro"	"Pro -"
"g__Varibaculum"	"visit_age_mo"	"visit_age_mo"	-0.00112615060666991	0.00046544623844222	179	23	0.0165833941809357	0.135154244329697	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Clostridium"	"probiotics_firstyr"	"Pro +"	-0.0514549753855705	0.0213277916990152	179	162	0.0168911497978433	0.135154244329697	"samples 9-12 Model"	"case lastDiet pro"	"Pro -"
"g__Dorea"	"case_id"	"AP Case"	0.0408961563979651	0.0169820791187471	179	126	0.0170884676738697	0.135154244329697	"samples 9-12 Model"	"case lastDiet pro"	"No AP"
"g__Bacteroides"	"lastDiet"	"Formula"	0.143786506753366	0.059980326161773	179	179	0.0175910694084793	0.136037603425573	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Streptococcus"	"case_id"	"AP Case"	-0.0392798637687932	0.0166111048537396	179	179	0.0191607117129151	0.144954949480314	"samples 9-12 Model"	"case lastDiet pro"	"No AP"
"g__Ruminococcus"	"lastDiet"	"Formula"	0.0171895326358896	0.00734890637318079	179	123	0.0204813619987822	0.151649233522898	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Parabacteroides"	"mode_of_delivery"	"Vaginal"	0.0689815805518303	0.02978220593976	179	128	0.021726857237694	0.157519714973281	"samples 9-12 Model"	"case lastDiet pro"	"C-section"
"g__Sutterella"	"lastDiet"	"Formula"	-0.0246794315456146	0.010884304665944	179	57	0.0246082846153599	0.174769041758066	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Bacteroides"	"lastDiet"	"Partially BF"	0.161630037757734	0.0722474971147131	179	179	0.0265595948077739	0.184854779862107	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Parabacteroides"	"probiotics_firstyr"	"Pro +"	-0.0814017583519872	0.0370538937725762	179	128	0.0293684002109785	0.193411039603926	"samples 9-12 Model"	"case lastDiet pro"	"Pro -"
"g__Clostridium"	"mode_of_delivery"	"Vaginal"	-0.0378412506655907	0.017142292481296	179	162	0.0286038958934028	0.193411039603926	"samples 9-12 Model"	"case lastDiet pro"	"C-section"
"g__Coprococcus"	"lastDiet"	"Formula"	0.0412046188189319	0.0187695237059517	179	129	0.0294816087596967	0.193411039603926	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Megasphaera"	"mode_of_delivery"	"Vaginal"	-0.0211856921876409	0.00968231444096825	179	69	0.0300120578695747	0.193411039603926	"samples 9-12 Model"	"case lastDiet pro"	"C-section"
"g__Clostridium"	"lastDiet"	"Formula"	-0.0393313675625031	0.0184189136091117	179	162	0.0341452744700534	0.209558316895883	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Lachnospira"	"visit_age_mo"	"visit_age_mo"	0.0181735779123135	0.00851929785716078	179	91	0.034324207077774	0.209558316895883	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Haemophilus"	"visit_age_mo"	"visit_age_mo"	0.020608119319497	0.00962075466073637	179	160	0.0335965136219813	0.209558316895883	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Ruminococcus"	"visit_age_mo"	"visit_age_mo"	0.00672546194110145	0.00317285460114496	179	123	0.0354670502481052	0.212802301488631	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"g__Rothia"	"lastDiet"	"Formula"	-0.00564672650106591	0.00272423759652119	179	71	0.0396847256906381	0.231849408281361	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__Finegoldia"	"lastDiet"	"Partially BF"	0.00866760409823619	0.00418782625419057	179	51	0.0399740359105795	0.231849408281361	"samples 9-12 Model"	"case lastDiet pro"	"Exclusively BF"
"g__.Ruminococcus."	"mode_of_delivery"	"Vaginal"	-0.0474251159890689	0.0231874686739417	179	167	0.0423495041000698	0.241600449620071	"samples 9-12 Model"	"case lastDiet pro"	"C-section"
"g__Epulopiscium"	"visit_age_mo"	"visit_age_mo"	-0.00590542015701634	0.00290327944523473	179	30	0.0434824917145267	0.244063018010569	"samples 9-12 Model"	"case lastDiet pro"	"visit_age_mo"
"f__Ruminococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0628530582262114	0.010737412445309	179	99	2.37902487446513e-08	8.27900656313864e-06	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Veillonella"	"lastDiet"	"Formula"	-0.115141486996514	0.0208897723270993	179	179	1.27971034057044e-07	1.61297804366791e-05	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprobacillus"	"lastDiet"	"Formula"	0.016704882453693	0.00304021080150797	179	63	1.39049831350682e-07	1.61297804366791e-05	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Oscillospira"	"lastDiet"	"Formula"	0.0440762862445342	0.00813479900080267	179	144	2.00608293846582e-07	1.74529215646526e-05	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bifidobacterium"	"lastDiet"	"Formula"	-0.235425864597555	0.0443687326175548	179	178	3.41419818656586e-07	2.37628193784984e-05	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unclsfd"	"lastDiet"	"Formula"	0.0670232865458429	0.0155978692382059	179	151	2.89133559708008e-05	0.00153082853118331	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Faecalibacterium"	"visit_age_mo"	"visit_age_mo"	0.0506252027418771	0.0118242798935516	179	109	3.07925279261011e-05	0.00153082853118331	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Akkermansia"	"lastDiet"	"Formula"	0.0900801580904538	0.0228585352374616	179	93	0.000117945389876967	0.00513062445964808	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterococcaceae_unknwn"	"lastDiet"	"Formula"	-0.0225580403867955	0.00605405209279389	179	109	0.000263509629684674	0.00917013511302664	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0621850679311035	0.0166888355137194	179	168	0.000263469319095553	0.00917013511302664	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Dorea"	"lastDiet"	"Formula"	0.0543111467125186	0.0146788249880751	179	126	0.000289947142246538	0.00917287322743594	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"lastDiet"	"Formula"	-0.0680193629272754	0.0187378416371311	179	140	0.000373507705638439	0.0108317234635147	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"lastDiet"	"Formula"	0.0833245730611741	0.0231510752959286	179	149	0.000417244059904354	0.0111693025266704	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.0727142624169429	0.0222834116683382	179	160	0.0013290421379655	0.0330361902865709	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprococcus"	"lastDiet"	"Partially BF"	0.072230234335779	0.022608265018981	179	129	0.00166442174559391	0.0386145844977787	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Rothia"	"lastDiet"	"Partially BF"	-0.00989948644355113	0.00328139842660435	179	71	0.00294195539065541	0.0511900237974042	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bifidobacterium"	"visit_age_mo"	"visit_age_mo"	-0.0585836401075501	0.0191559846164768	179	178	0.0025826553708271	0.0511900237974042	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__SMB53"	"lastDiet"	"Formula"	0.0159860377513294	0.00518453175624543	179	52	0.00238444598051805	0.0511900237974042	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Campylobacter"	"lastDiet"	"Formula"	-0.0137655638700692	0.00453691755150271	179	73	0.00278676543893376	0.0511900237974042	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Campylobacter"	"probiotics_firstyr"	"Pro +"	-0.0159221239609836	0.00525342778339478	179	73	0.00281595979380958	0.0511900237974042	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unclsfd"	"lastDiet"	"Formula"	0.0229923003405469	0.00771396918665278	179	63	0.00329377504970425	0.0545825579665276	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Streptococcus"	"lastDiet"	"Formula"	-0.0421897817229414	0.0143581654108203	179	179	0.00375216971235141	0.0568372367013408	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Megasphaera"	"lastDiet"	"Formula"	-0.0305652025701795	0.0104033759439721	179	69	0.00375648403485873	0.0568372367013408	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"lastDiet"	"Formula"	0.0620290376528422	0.021485864308027	179	173	0.00438902454283535	0.0636408558711125	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Phascolarctobacterium"	"lastDiet"	"Formula"	0.0137491264658478	0.0048260880850758	179	29	0.00492242524656014	0.0658847686847281	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Eubacterium."	"lastDiet"	"Formula"	0.0292350661121017	0.0102446892458466	179	144	0.00485256955638027	0.0658847686847281	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"visit_age_mo"	"visit_age_mo"	-0.0222614581755307	0.00808997203595679	179	140	0.00656358510361548	0.0833216414819259	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0111695805912882	0.00411912982485773	179	75	0.00737489064262975	0.0833216414819259	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Roseburia"	"visit_age_mo"	"visit_age_mo"	0.0216598537694222	0.00798237270999082	179	96	0.00733608767867691	0.0833216414819259	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Peptoniphilus"	"lastDiet"	"Partially BF"	0.0108707353657845	0.00401220460778305	179	27	0.00742233013201064	0.0833216414819259	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprobacillus"	"lastDiet"	"Partially BF"	0.00999191588224517	0.0036619944432722	179	63	0.00702231270030029	0.0833216414819259	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0087959815823288	0.00333046869616985	179	63	0.00902580096655276	0.0960902994439956	"samples 9-12 Model"	"symptoms lastDiet pro (Control as reference)"	"Control"
